"row_id","participant_id","analysis_weight","T","Y","M","C"
"330","px_2305504e66504860","0.00952380952380952","1","1","3","quality_high"
"331","px_2305504e66504860","0.00952380952380952","1","1","2","quality_high"
"332","px_2305504e66504860","0.00952380952380952","1","1","2","quality_high"
"333","px_2305504e66504860","0.00952380952380952","1","1","2","quality_high"
"334","px_2305504e66504860","0.00952380952380952","1","1","2","quality_high"
"335","px_2305504e66504860","0.00952380952380952","1","1","2","quality_high"
"336","px_2305504e66504860","0.00952380952380952","1","1","2","quality_high"
"337","px_2305504e66504860","0.00952380952380952","1","1","2","quality_high"
"338","px_2305504e66504860","0.00952380952380952","1","1","3","quality_high"
"339","px_2305504e66504860","0.00952380952380952","1","1","2","quality_high"
"340","px_2305504e66504860","0.00952380952380952","1","1","2","quality_high"
"341","px_2305504e66504860","0.00952380952380952","1","1","1","quality_low"
"342","px_2305504e66504860","0.00952380952380952","1","1","2","quality_low"
"343","px_2305504e66504860","0.00952380952380952","1","1","2","quality_high"
"344","px_2305504e66504860","0.00952380952380952","1","1","2","quality_high"
"345","px_2305504e66504860","0.00952380952380952","1","1","3","quality_high"
"346","px_2305504e66504860","0.00952380952380952","1","1","2","quality_high"
"347","px_2305504e66504860","0.00952380952380952","1","1","2","quality_high"
"348","px_2305504e66504860","0.00952380952380952","1","1","2","quality_high"
"349","px_2305504e66504860","0.00952380952380952","1","1","2","quality_high"
"350","px_2305504e66504860","0.00952380952380952","1","1","1","quality_high"
"351","px_2305504e66504860","0.00952380952380952","1","1","2","quality_low"
"352","px_2305504e66504860","0.00952380952380952","1","2","1","quality_high"
"353","px_2305504e66504860","0.00952380952380952","2","1","2","quality_high"
"354","px_2305504e66504860","0.00952380952380952","1","1","2","quality_high"
"355","px_2305504e66504860","0.00952380952380952","1","1","1","quality_low"
"356","px_2305504e66504860","0.00952380952380952","1","2","2","quality_high"
"357","px_2305504e66504860","0.00952380952380952","2","1","2","quality_high"
"358","px_2305504e66504860","0.00952380952380952","1","1","1","quality_low"
"359","px_2305504e66504860","0.00952380952380952","1","1","2","quality_high"
"360","px_2305504e66504860","0.00952380952380952","1","1","2","quality_high"
"361","px_2305504e66504860","0.00952380952380952","1","1","2","quality_high"
"362","px_2305504e66504860","0.00952380952380952","1","2","1","quality_high"
"363","px_e6558edcd7d47fc7","0.00649350649350649","3","3","1","quality_low"
"364","px_e6558edcd7d47fc7","0.00649350649350649","3","3","1","quality_low"
"365","px_e6558edcd7d47fc7","0.00649350649350649","3","3","1","quality_low"
"366","px_e6558edcd7d47fc7","0.00649350649350649","3","3","1","quality_high"
"367","px_e6558edcd7d47fc7","0.00649350649350649","3","3","1","quality_high"
"368","px_e6558edcd7d47fc7","0.00649350649350649","3","3","2","quality_high"
"369","px_e6558edcd7d47fc7","0.00649350649350649","3","3","2","quality_high"
"370","px_e6558edcd7d47fc7","0.00649350649350649","3","3","1","quality_low"
"371","px_e6558edcd7d47fc7","0.00649350649350649","3","3","1","quality_low"
"372","px_e6558edcd7d47fc7","0.00649350649350649","3","3","1","quality_low"
"373","px_e6558edcd7d47fc7","0.00649350649350649","3","3","1","quality_low"
"374","px_e6558edcd7d47fc7","0.00649350649350649","3","3","2","quality_high"
"375","px_e6558edcd7d47fc7","0.00649350649350649","3","3","2","quality_high"
"376","px_e6558edcd7d47fc7","0.00649350649350649","3","3","1","quality_low"
"377","px_e6558edcd7d47fc7","0.00649350649350649","3","3","1","quality_low"
"378","px_e6558edcd7d47fc7","0.00649350649350649","3","3","2","quality_low"
"379","px_e6558edcd7d47fc7","0.00649350649350649","3","3","1","quality_low"
